WDPAID;WDPA_PID;PA_DEF;NAME;ORIG_NAME;DESIG;DESIG_ENG;DESIG_TYPE;IUCN_CAT;INT_CRIT;MARINE;REP_M_AREA;GIS_M_AREA;REP_AREA;GIS_AREA;NO_TAKE;NO_TK_AREA;STATUS;STATUS_YR;GOV_TYPE;OWN_TYPE;MANG_AUTH;MANG_PLAN;VERIF;METADATAID;SUB_LOC;PARENT_ISO;ISO3;presntVG;ENS45;ENS85_1000;ENS85_420;pr45;pr85_420;pr85_1000;area_m;area_km;area_ha
555600269;555600269;1;Reserva Particular Do Patrimônio Natural Helico;Reserva Particular Do Patrimônio Natural Helico;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,636980154;0,636980175;Not Applicable;0;Designated;2007;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;633284,277;0,633;63
555600272;555600272;1;Reserva Particular Do Patrimônio Natural Reserva São José;Reserva Particular Do Patrimônio Natural Reserva São José;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,779075035;0,779075015;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;774550,699;0,775;77
555576397;555576397;1;Reserva Particular Do Patrimônio Natural Refúgio Do Guigó I E Ii;Reserva Particular Do Patrimônio Natural Refúgio Do Guigó I E Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;Not Reported;Not Applicable;0;0;0;0,925817358;0,931198888;Not Applicable;0;Designated;2010;Sub-national ministry or agency;Not Reported;Secretaria do Meio Ambiente da Bahia;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;925811,101;0,926;93
555600290;555600290;1;Reserva Particular Do Patrimônio Natural Boa União;Reserva Particular Do Patrimônio Natural Boa União;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;1,13584777;1,135847727;Not Applicable;0;Designated;2007;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;1129270,56;1,129;113
198292;198292;1;Discovery Coast Atlantic Forest Reserves;Côte de la découverte – Réserves de la forêt atlantique;World Heritage Site;World Heritage Site;International;Not Applicable;(ix)(x);0;0;7,448576;1119,305;1357,59648;Not Applicable;0;Inscribed;1999;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;946;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;551415792,5;551,416;55142
555576244;555576244;1;Reserva Particular Do Patrimônio Natural Bozi;Reserva Particular Do Patrimônio Natural Bozi;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;Not Reported;Not Applicable;0;0;0;0,356315624;0,358295846;Not Applicable;0;Designated;2010;Sub-national ministry or agency;Not Reported;Secretaria do Meio Ambiente da Bahia;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;356313,657;0,356;36
555600213;555600213;1;Reserva Particular Do Patrimônio Natural Cahy;Reserva Particular Do Patrimônio Natural Cahy;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;4,982785293;4,982785419;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;4955078,255;4,955;496
555600248;555600248;1;Reserva Particular Do Patrimônio Natural Flor Do Norte Ii;Reserva Particular Do Patrimônio Natural Flor Do Norte Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;1,716865788;1,716865602;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;1707299,387;1,707;171
198352;198352;1;Parque Nacional Do Descobrimento;Parque Nacional Do Descobrimento;Parque;Park;National;II;Not Applicable;0;0;0;226,9404017;228,205506;Not Applicable;0;Designated;1999;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;114762205,5;114,762;11476
555542534;555542534;1;Cahy/Pequi;Cahy/Pequi;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0,180052;0;100,2707291;Not Applicable;0;Proposed;2006;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;99710343,8;99,71;9971
351737;351737;1;Reserva Extrativista Corumbau;Reserva Extrativista Corumbau;Reserva Extrativista;Extractive Reserve;National;VI;Not Applicable;2;0;904,9928344;895,9679985;904,9928334;Part;0;Designated;2000;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;Not Reported;BRA;BRA;0;0;0;0;0_0;0_0;0_0;899957125,6;899,957;89996
555600273;555600273;1;Reserva Particular Do Patrimônio Natural Flor Do Norte I;Reserva Particular Do Patrimônio Natural Flor Do Norte I;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;3,060653239;3,060653422;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;3043689,349;3,044;304
555600049;555600049;1;Reserva Particular Do Patrimônio Natural Rio Do Brasil V;Reserva Particular Do Patrimônio Natural Rio Do Brasil V;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,547743062;0,547743064;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;544667,274;0,545;54
555599962;555599962;1;Reserva Particular Do Patrimônio Natural Rio Do Brasil Iv;Reserva Particular Do Patrimônio Natural Rio Do Brasil Iv;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,75105128;0,751051271;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;746833,959;0,747;75
555600009;555600009;1;Reserva Particular Do Patrimônio Natural Rio Da Barra;Reserva Particular Do Patrimônio Natural Rio Da Barra;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;1,471431985;1,471431977;Not Applicable;0;Designated;2011;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;1463171,819;1,463;146
555542563;555542563;1;Coroa Vermelha;Coroa Vermelha;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;1;0;23,312089;0;100,6185483;Not Reported;0;Proposed;2007;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;100047816,1;100,048;10005
115447;115447;1;Coroa Vermelha;Coroa Vermelha;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0,157187;14,939941;15,03742593;Not Applicable;0;Designated;1999;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;14952699,49;14,953;1495
555599961;555599961;1;Reserva Particular Do Patrimônio Natural Bom Sossego Ii;Reserva Particular Do Patrimônio Natural Bom Sossego Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,541864487;0,541864494;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;538809,581;0,539;54
555600297;555600297;1;Reserva Particular Do Patrimônio Natural Rio Jardim;Reserva Particular Do Patrimônio Natural Rio Jardim;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,069909726;0,069909724;Not Applicable;0;Designated;2007;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;69515,483;0,07;7
555600165;555600165;1;Reserva Particular Do Patrimônio Natural Bom Sossego Iii;Reserva Particular Do Patrimônio Natural Bom Sossego Iii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,259445937;0,259445913;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;257983,177;0,258;26
198353;198353;1;Parque Nacional Pau Brasil;Parque Nacional Pau Brasil;Parque;Park;National;II;Not Applicable;0;0;0;189,3435956;190,4126359;Not Applicable;0;Designated;1999;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;147405867,8;147,406;14741
555576290;555576290;1;Reserva Particular Do Patrimônio Natural Renascer;Reserva Particular Do Patrimônio Natural Renascer;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;Not Reported;Not Applicable;0;0;0;2,647666494;2,662599842;Not Applicable;0;Designated;2010;Sub-national ministry or agency;Not Reported;Secretaria do Meio Ambiente da Bahia;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;2647650,698;2,648;265
555600016;555600016;1;Reserva Particular Do Patrimônio Natural Rio Do Brasil Ii;Reserva Particular Do Patrimônio Natural Rio Do Brasil Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;4,028277348;4,028277351;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;4005641,859;4,006;401
555600127;555600127;1;Reserva Particular Do Patrimônio Natural Reserva Terravista Ii;Reserva Particular Do Patrimônio Natural Reserva Terravista Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;1,451041797;1,451041816;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;1442886,466;1,443;144
555600189;555600189;1;Reserva Particular Do Patrimônio Natural Rio Do Brasil Iii;Reserva Particular Do Patrimônio Natural Rio Do Brasil Iii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;3,591304052;3,591304101;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;3571141,064;3,571;357
352450;352450;1;Aldeia Velha;Aldeia Velha;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;20,01;20,14577422;Not Applicable;0;Proposed;2010;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;20032433,67;20,032;2003
555600005;555600005;1;Reserva Particular Do Patrimônio Natural Reserva Terravista I;Reserva Particular Do Patrimônio Natural Reserva Terravista I;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;2,289052316;2,289052316;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;2276194,075;2,276;228
555599972;555599972;1;Reserva Particular Do Patrimônio Natural Rio Do Brasil I;Reserva Particular Do Patrimônio Natural Rio Do Brasil I;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,893046735;0,893046763;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;888032,713;0,888;89
555600221;555600221;1;Reserva Particular Do Patrimônio Natural Jacuba Velha;Reserva Particular Do Patrimônio Natural Jacuba Velha;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,839935098;0,839935153;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;835218,461;0,835;84
115445;115445;1;Águas Belas;Águas Belas;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;11,890649;12,10061785;Not Applicable;0;Designated;2004;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;10530460,09;10,53;1053
555542520;555542520;1;Barra Velha;Barra Velha;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;3,534693;527,48;530,8268976;Not Applicable;0;Proposed;2008;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;193550149;193,55;19355
115446;115446;1;Barra Velha;Barra Velha;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0,679712;86,27459;91,21666286;Not Applicable;0;Designated;1996;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;73379927,39;73,38;7338
68;68;1;Parque Nacional Do Monte Pascoal;Parque Nacional Do Monte Pascoal;Parque;Park;National;II;Not Applicable;2;1,51;224,5690267;223,3191254;224,5690267;Not Reported;0;Designated;1961;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;136163879,3;136,164;13616
478416;478416;1;Refúgio De Vida Silvestre Do Rio Dos Frades;Refúgio De Vida Silvestre Do Rio Dos Frades;Refúgio de Vida Silvestre;Wildlife Refuge;National;III;Not Applicable;0;0;0;8,986668109;9,037204449;Not Applicable;0;Designated;2007;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;8986608,184;8,987;899
352451;352451;1;Imbiriba;Imbiriba;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;4,083384;4,110951483;Not Applicable;0;Designated;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;4087928,471;4,088;409
351863;351863;1;Área De Proteção Ambiental Caraíva/ Trancoso;Área De Proteção Ambiental Caraíva/ Trancoso;Área de Proteção Ambiental;Environmental Protection Area;National;V;Not Applicable;2;0;321,0630002;319,26872;321,0629998;Not Reported;0;Designated;1993;Sub-national ministry or agency;Not Reported;Secretaria do Meio Ambiente da Bahia;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;319269029,9;319,269;31927
555600202;555600202;1;Reserva Particular Do Patrimônio Natural Carroula;Reserva Particular Do Patrimônio Natural Carroula;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;2;0;0,147413753;0;0,14741375;Not Reported;0;Designated;2003;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;146592,961;0,147;15
81060;81060;1;Parque Nacional Marinho Dos Abrolhos;Parque Nacional Marinho Dos Abrolhos;Parque;Park;National;II;Not Applicable;2;882,2;883,840168;879,423004;883,8401694;Not Reported;0;Designated;1983;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;Not Reported;BRA;BRA;0;0;0;0;0_0;0_0;0_0;879530103,4;879,53;87953
115433;115433;1;Área De Proteção Ambiental Ponta Da Baleia / Abrolhos;Área De Proteção Ambiental Ponta Da Baleia / Abrolhos;Área de Proteção Ambiental;Environmental Protection Area;National;V;Not Applicable;2;3150;3474,310178;3455,41498;3474,310183;Not Reported;0;Designated;1993;Sub-national ministry or agency;Not Reported;Secretaria do Meio Ambiente da Bahia;Not Reported;State Verified;1802;Not Reported;BRA;BRA;0;0;0;0;0_0;0_0;0_0;3455420214;3455,42;345542
478427;478427;1;Reserva Extrativista De Cassurubá;Reserva Extrativista De Cassurubá;Reserva Extrativista;Extractive Reserve;National;VI;Not Applicable;2;0;1011,255;1005,783781;1011,254999;Not Reported;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;999653174,5;999,653;99965
555600036;555600036;1;Área De Proteção Ambiental Do Arquipelago De Santana;Área De Proteção Ambiental Do Arquipelago De Santana;Área de Proteção Ambiental;Environmental Protection Area;National;V;Not Applicable;1;0;0;0;87,49823375;Not Reported;0;Designated;1989;Sub-national ministry or agency;Not Reported;Secretaria Municipal de Ambiente de Macaé - RJ;No;State Verified;1802;BR-RJ;BRA;BRA;0;0;0;0;0_0;0_0;0_0;29027996,01;29,028;2903
198369;198369;1;Parque Nacional Restinga De Jurubatiba;Parque Nacional Restinga De Jurubatiba;Parque;Park;National;II;Not Applicable;2;0;149,3897791;148,6732831;149,3897794;Not Reported;0;Designated;1998;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-RJ;BRA;BRA;0;0;0;0;0_0;0_0;0_0;542375,78;0,542;54
555576484;555576484;1;Parque Estadual Da Costa Do Sol;Parque Estadual Da Costa Do Sol;Parque;Park;National;Not Reported;Not Applicable;0;0;0;0;98,74705648;Not Applicable;0;Designated;2011;Sub-national ministry or agency;Not Reported;Instituto Estadual do Ambiente do Rio de Janeiro;Not Reported;State Verified;1802;BR-RJ;BRA;BRA;0;0;0;0;0_0;0_0;0_0;98285135,19;98,285;9829
555576374;555576374;1;Parque Natural Municipal Dos Corais De Armação Dos Búzios;Parque Natural Municipal Dos Corais De Armação Dos Búzios;Parque;Park;National;Not Reported;Not Applicable;0;0;0;0,571173968;0,573871217;Not Applicable;0;Designated;2009;Sub-national ministry or agency;Not Reported;Secretaria Municipal do Meio Ambiente e Pesca de Armação dos Búzios - RJ;Not Reported;State Verified;1802;BR-RJ;BRA;BRA;0;0;0;0;0_0;0_0;0_0;571173,616;0,571;57
