WDPAID;WDPA_PID;PA_DEF;NAME;ORIG_NAME;DESIG;DESIG_ENG;DESIG_TYPE;IUCN_CAT;INT_CRIT;MARINE;REP_M_AREA;GIS_M_AREA;REP_AREA;GIS_AREA;NO_TAKE;NO_TK_AREA;STATUS;STATUS_YR;GOV_TYPE;OWN_TYPE;MANG_AUTH;MANG_PLAN;VERIF;METADATAID;SUB_LOC;PARENT_ISO;ISO3;presntVG;ENS45;ENS85_1000;ENS85_420;pr45;pr85_420;pr85_1000;area_m;area_km;area_ha
555577537;555577537;1;Patagonia;Patagonia;Parque Nacional;National Park;National;II;Not Applicable;0;0;0;530;523,9693712;Not Applicable;0;Designated;2015;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;Not Reported;State Verified;1810;AR-Z;ARG;ARG;7;9;9;9;7_9;7_9;7_9;76937500,26;76,938;7694
555577537;555577537;1;Patagonia;Patagonia;Parque Nacional;National Park;National;II;Not Applicable;0;0;0;530;523,9693712;Not Applicable;0;Designated;2015;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;Not Reported;State Verified;1810;AR-Z;ARG;ARG;7;9;7;7;7_9;7_7;7_7;53497905,59;53,498;5350
9454;9454;1;Lago Jeinemeni;Lago Jeinemeni;Reserva Nacional;National Reserve;National;IV;Not Applicable;0;0;0;1611;1702,08271;Not Applicable;0;Designated;1998;Federal or national ministry or agency;Not Reported;Corporación Nacional Forestal (CONAF);http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Lago%20Jeinimeni%201987.PDF;State Verified;1808;CL-AI;CHL;CHL;7;9;7;7;7_9;7_7;7_7;1702790097;1702,79;170279
555543770;555543770;1;Capilla de Mármol;Capilla de Mármol;Santuario de la Naturaleza;Nature Sanctuary;National;IV;Not Applicable;0;0;0;0,5;1,882709016;Not Applicable;0;Designated;1994;Joint governance;Joint ownership;Not Reported;Not Reported;State Verified;1808;CL-AI;CHL;CHL;7;9;7;7;7_9;7_7;7_7;1883392,925;1,883;188
2548;2548;1;Laguna San Rafael;Laguna San Rafael;Reserva Biósfera;UNESCO-MAB Biosphere Reserve;International;Not Applicable;Not Applicable;0;460,7122389;727,0745697;17420;16947,53637;Not Applicable;0;Designated;1979;Federal or national ministry or agency;Not Reported;Corporación Nacional Forestal (CONAF);Not Reported;State Verified;1808;CL-AI;CHL;CHL;7;9;7;7;7_9;7_7;7_7;7435715467;7435,715;743572
83;83;1;Laguna San Rafael;Laguna San Rafael;Parque Nacional;National Park;National;II;Not Applicable;0;0;594,498667;17420;16927,81344;Not Applicable;0;Designated;1959;Federal or national ministry or agency;Not Reported;Corporación Nacional Forestal (CONAF);Not Reported;State Verified;1808;CL-AI;CHL;CHL;7;9;7;7;7_9;7_7;7_7;7628795983;7628,796;762880
555587143;555587143;1;Meseta Espinosa y El Cordon;Meseta Espinosa y El Cordon;Reserva Hidrogeologica;Hydrological Reserve;National;VI;Not Applicable;0;0;0;2469,88;2634,214307;Not Applicable;0;Designated;1990;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;1748321994;1748,322;174832
555587143;555587143;1;Meseta Espinosa y El Cordon;Meseta Espinosa y El Cordon;Reserva Hidrogeologica;Hydrological Reserve;National;VI;Not Applicable;0;0;0;2469,88;2634,214307;Not Applicable;0;Designated;1990;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;9;9;9_9;9_9;9_9;861460738,9;861,461;86146
555587105;555587105;1;San Lorenzo;San Lorenzo;Reserva Provincial;Provincial Reserve;National;VI;Not Applicable;0;0;0;294,14;315,9426927;Not Applicable;0;Designated;1993;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;7;9;7;7;7_9;7_7;7_7;316119873,9;316,12;31612
555587134;555587134;1;Tucu-Tucu;Tucu-Tucu;Reserva Provincial;Provincial Reserve;National;VI;Not Applicable;0;0;0;1820,17;1961,622669;Not Applicable;0;Designated;2006;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;7;9;7;7;7_9;7_7;7_7;808699861,5;808,7;80870
555587134;555587134;1;Tucu-Tucu;Tucu-Tucu;Reserva Provincial;Provincial Reserve;National;VI;Not Applicable;0;0;0;1820,17;1961,622669;Not Applicable;0;Designated;2006;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;7;9;7;9;7_9;7_9;7_7;1055673849;1055,674;105567
61827;61827;1;Perito Moreno;Perito Moreno;Reserva Nacional;National Reserve;National;VI;Not Applicable;0;0;0;319,47;319,8216907;Not Applicable;0;Designated;1937;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;Not Reported;State Verified;1810;AR-Z;ARG;ARG;7;9;7;7;7_9;7_7;7_7;320020713,2;320,021;32002
9452;9452;1;Katalalixar;Katalalixar;Reserva Forestal;Forest Reserve;National;IV;Not Applicable;1;0;1543,664535;6745;6624,509705;Not Reported;0;Designated;1984;Federal or national ministry or agency;Not Reported;Corporación Nacional Forestal (CONAF);Not Reported;State Verified;1808;CL-AI;CHL;CHL;7;9;7;7;7_9;7_7;7_7;4922509683;4922,51;492251
555624152;555624152;1;El Rincón;El Rincón;Reserva Natural Silvestre;Wilderness Nature Reserve;National;Ib;Not Applicable;0;0;0;150;149,9407723;Not Applicable;0;Designated;2016;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;Not Reported;State Verified;1810;AR-Z;ARG;ARG;7;9;7;7;7_9;7_7;7_7;150006560,7;150,007;15001
9452;9452;1;Katalalixar;Katalalixar;Reserva Forestal;Forest Reserve;National;IV;Not Applicable;1;0;1543,664535;6745;6624,509705;Not Reported;0;Designated;1984;Federal or national ministry or agency;Not Reported;Corporación Nacional Forestal (CONAF);Not Reported;State Verified;1808;CL-AI;CHL;CHL;9;9;7;7;9_9;9_7;9_7;55169134,83;55,169;5517
555587135;555587135;1;Meseta Lago Strobel;Meseta Lago Strobel;Reserva con fines de utilidad publica;Reserve with purposes of public utility;National;VI;Not Applicable;0;0;0;25;121,1727615;Not Applicable;0;Designated;2003;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;7;9;7;9;7_9;7_9;7_7;316492,96;0,316;32
555587135;555587135;1;Meseta Lago Strobel;Meseta Lago Strobel;Reserva con fines de utilidad publica;Reserve with purposes of public utility;National;VI;Not Applicable;0;0;0;25;121,1727615;Not Applicable;0;Designated;2003;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;7;9;7;7;7_9;7_7;7_7;120951673,3;120,952;12095
9414;9414;1;Bernardo O'Higgins;Bernardo O'Higgins;Parque Nacional;National Park;National;II;Not Applicable;0;0;3101,12854;35259,012;38922,40428;Not Applicable;0;Designated;1969;Federal or national ministry or agency;Not Reported;Corporación Nacional Forestal (CONAF);http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20PN%20Bernardo%20Ohiggins.pdf;State Verified;1808;CL-MA;CHL;CHL;7;9;7;7;7_9;7_7;7_7;8300625333;8300,625;830063
2224;2224;1;Perito Moreno;Perito Moreno;Parque Nacional;National Park;National;II;Not Applicable;0;0;0;951,73;952,4465954;Not Applicable;0;Designated;1937;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;Not Reported;State Verified;1810;AR-Z;ARG;ARG;7;9;7;7;7_9;7_7;7_7;953051597;953,052;95305
555558362;555558362;1;Isla Pingüino;Isla Pingüino;Parque Interjurisdiccional Marino;Interjurisdictional Marine Park;National;Not Reported;Not Applicable;2;1595;1594,112138;1595,26;1575,621999;Not Reported;0;Designated;2012;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales y Pcia. de Santa Cruz;Not Reported;State Verified;1810;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;11654137,84;11,654;1165
16900;16900;1;Ría de Puerto Deseado;Ría de Puerto Deseado;Reserva Natural Intangible;Intangible Nature Reserve;National;VI;Not Applicable;1;0;23,02458;3,44;75,5020451;Not Reported;0;Designated;1977;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;15082742,6;15,083;1508
300049;300049;1;Isla Leones;Isla Leones;Area de Uso Limitado Bajo Protección Especial;Limited Use Area Under Special Protection;National;VI;Not Applicable;1;0;7,252212;1,15;11,62563133;Not Reported;0;Designated;1991;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;11639093,65;11,639;1164
555577541;555577541;1;Bosques Petrificados de Jaramillo;Bosques Petrificados de Jaramillo;Parque Nacional;National Park;National;II;Not Applicable;0;0;0;635,43;634,5118499;Not Applicable;0;Designated;2012;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;Not Reported;State Verified;1810;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;53957890,01;53,958;5396
555577541;555577541;1;Bosques Petrificados de Jaramillo;Bosques Petrificados de Jaramillo;Parque Nacional;National Park;National;II;Not Applicable;0;0;0;635,43;634,5118499;Not Applicable;0;Designated;2012;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;Not Reported;State Verified;1810;AR-Z;ARG;ARG;9;9;9;9;9_9;9_9;9_9;580972034,8;580,972;58097
2226;2226;1;Bosques Petrificados;Bosques Petrificados;Monumento Natural;Nature Monument;National;III;Not Applicable;0;0;0;150;149,8382664;Not Applicable;0;Designated;1954;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;Not Reported;State Verified;1810;AR-Z;ARG;ARG;9;9;9;9;9_9;9_9;9_9;149926911,8;149,927;14993
9414;9414;1;Bernardo O'Higgins;Bernardo O'Higgins;Parque Nacional;National Park;National;II;Not Applicable;0;0;3101,12854;35259,012;38922,40428;Not Applicable;0;Designated;1969;Federal or national ministry or agency;Not Reported;Corporación Nacional Forestal (CONAF);http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20PN%20Bernardo%20Ohiggins.pdf;State Verified;1808;CL-MA;CHL;CHL;9;9;7;7;9_9;9_7;9_7;21404733761;21404,734;2140473
2570;2570;1;Los Glaciares National Park;Parc national de Los Glaciares;World Heritage Site;World Heritage Site;International;Not Applicable;(vii)(viii);0;0;0;4459;7186,4372;Not Applicable;0;Inscribed;1981;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;946;Not Reported;ARG;ARG;9;9;7;7;9_9;9_7;9_7;5008592558;5008,593;500859
6;6;1;Los Glaciares;Los Glaciares;Parque Nacional;National Park;National;II;Not Applicable;0;0;0;5385,5;5365,775151;Not Applicable;0;Designated;1937;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;http://www.sib.gov.ar/archivos/PlanManejoPNLGCompleto.pdf;State Verified;1810;AR-Z;ARG;ARG;9;9;7;7;9_9;9_7;9_7;2928371057;2928,371;292837
61823;61823;1;Los Glaciares;Los Glaciares;Reserva Nacional;National Reserve;National;VI;Not Applicable;0;0;0;1883,77;1897,157076;Not Applicable;0;Designated;1937;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales;http://www.sib.gov.ar/archivos/PlanManejoPNLGCompleto.pdf;State Verified;1810;AR-Z;ARG;ARG;9;9;7;7;9_9;9_7;9_7;1618204377;1618,204;161820
555587108;555587108;1;Cerro Chalten;Cerro Chalten;Monumento Natural;Nature Monument;National;III;Not Applicable;0;0;0;14,7;3,909024422;Not Applicable;0;Designated;2000;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;7;9_9;9_7;9_7;3912846,51;3,913;391
555587106;555587106;1;Lago del Desierto;Lago del Desierto;Reserva Provincial;Provincial Reserve;National;VI;Not Applicable;0;0;0;599,82;540,5564561;Not Applicable;0;Designated;2005;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;7;9_9;9_7;9_7;541062078,3;541,062;54106
555587109;555587109;1;La Florida;La Florida;Reserva de Tierras con destino a Reserva;Provincial Reserve;National;VI;Not Applicable;0;0;0;2,27;14,9055362;Not Applicable;0;Designated;2004;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;7;9_9;9_7;9_7;14920036,41;14,92;1492
555558354;555558354;1;Bahía San Julián;Bahía San Julián;Area de Uso Limitado Bajo Protección Especial;Limited Use Area Under Special Protection;National;V;Not Applicable;1;250;21,588213;33,97;38,86753971;Not Reported;0;Designated;1990;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;38906587,82;38,907;3891
21227;21227;1;Península San Julián;Península San Julián;Reserva Provincial;Provincial Reserve;National;VI;Not Applicable;0;0;1,152687;117,1;71,2321303;Not Applicable;0;Designated;1986;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;71302354,94;71,302;7130
555558363;555558363;1;Makenke;Makenke;Parque Interjurisdiccional Marino;Interjurisdictional Marine Park;National;Not Reported;Not Applicable;2;688;688,3476726;687,96;726,8443612;Not Reported;0;Designated;2012;Federal or national ministry or agency;Not Reported;Administración de Parques Nacionales y Pcia. de Santa Cruz;Not Reported;State Verified;1810;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;543187412,6;543,187;54319
555558353;555558353;1;Isla Cormorán y Banco de Justicia;Isla Cormorán y Banco de Justicia;Area de Uso Limitado Bajo Protección Especial;Limited Use Area Under Special Protection;National;VI;Not Applicable;1;0;7,621883;2,85;8,238798622;Not Reported;0;Designated;1990;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1852;AR-Z;ARG;ARG;9;9;7;9;9_9;9_9;9_7;8246730,958;8,247;825
149;149;1;Macuira;Macuira;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;0;0;0;250;268,8133259;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-LAG;COL;COL;0;0;0;0;0_0;0_0;0_0;90341208,17;90,341;9034
2245;2245;1;National Park Archipielago de Los Roques;Archipiélago Los Roques;National Park;National Park;National;II;Not Applicable;2;2100,64;1655,984747;2211,2;1655,984747;Not Reported;0;Designated;1972;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;Not Reported;VEN;VEN;0;0;0;0;0_0;0_0;0_0;1645837183;1645,837;164584
68319;68319;1;Cuare;Cuare;Ramsar Site, Wetland of International Importance;Ramsar Site, Wetland of International Importance;International;Not Reported;(i) (ii) (iii) (iv) (v) (vi) (vii) (viii);1;0;19,424486;99,68;59,30783941;Not Reported;0;Designated;1988;Not Reported;Not Reported;Not Reported;Management plan is implented and available;State Verified;1856;Not Reported;VEN;VEN;0;0;0;0;0_0;0_0;0_0;8263558,095;8,264;826
340;340;1;Cuare;Cuare;Wildlife Refuge;Wildlife Refuge;National;IV;Not Applicable;1;18,92;19,434007;118,53;97,34589455;Not Reported;0;Designated;1972;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;VE-I;VEN;VEN;0;0;0;0;0_0;0_0;0_0;36216173,43;36,216;3622
2247;2247;1;Morrocoy;Morrocoy;National Park;National Park;National;II;Not Applicable;1;192,54;231,570914;320,9;257,6776216;Not Reported;0;Designated;1974;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;Not Reported;VEN;VEN;0;0;0;0;0_0;0_0;0_0;255325869,1;255,326;25533
327;327;1;El Avila;El Avila;National Park;National Park;National;II;Not Applicable;0;0;0;851,92;706,8933439;Not Applicable;0;Designated;1958;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-M;VEN;VEN;0;0;0;0;0_0;0_0;0_0;19527287;19,527;1953
30028;30028;1;Delta del Orinoco;Delta del Orinoco;Biosphere Reserve;Biosphere Reserve;National;Not Reported;Not Applicable;1;4733,03;4689,321585;8765;9921,851483;Not Reported;0;Designated;1991;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;VE-Y;VEN;VEN;0;0;0;0;0_0;0_0;0_0;2080256814;2080,257;208026
328;328;1;Península de Paria;Península de Paria;National Park;National Park;National;II;Not Applicable;1;8,59;13,616089;375;589,3574205;Not Reported;0;Designated;1978;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-R;VEN;VEN;0;0;0;0;0_0;0_0;0_0;176846767,4;176,847;17685
324;324;1;Mochima;Mochima;National Park;National Park;National;II;Not Applicable;1;493,66;482,293169;949,35;833,9983743;Not Reported;0;Designated;1973;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;Not Reported;VEN;VEN;0;0;0;0;0_0;0_0;0_0;367066224,5;367,066;36707
331;331;1;Laguna de Tacarigua;Laguna de Tacarigua;National Park;National Park;National;II;Not Applicable;1;195,5;52,302691;391;313,9093908;Not Reported;0;Designated;1974;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;VE-M;VEN;VEN;0;0;0;0;0_0;0_0;0_0;8096297,641;8,096;810
10778;10778;1;Litoral Central;Litoral Central;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;3,959145;397,23;373,5814309;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-M;VEN;VEN;0;0;0;0;0_0;0_0;0_0;300635890,2;300,636;30064
126;126;1;Los Flamencos;Los Flamencos;Santuario de Fauna y Flora;Fauna and Flora Sanctuary;National;IV;Not Applicable;0;0;0;70;76,47635131;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-LAG;COL;COL;0;0;0;0;0_0;0_0;0_0;76004229,37;76,004;7600
152;152;1;Tayrona;Tayrona;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;0;0;0;150;193,118802;Not Applicable;0;Designated;1975;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-MAG;COL;COL;0;0;0;0;0_0;0_0;0_0;150724915;150,725;15072
555592801;555592801;1;Refugio Guajiro;Refugio Guajiro;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;22,2797;0,137424775;Not Applicable;0;Designated;2014;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-LAG;COL;COL;0;0;0;0;0_0;0_0;0_0;136575,332;0,137;14
555555779;555555779;1;Jhonny Cay Regional Park;Jhonny Cay Regional Park;Parque Natural Regional;Park Natural Regional;National;II;Not Applicable;1;0;0;0,442;0,444788488;Not Reported;0;Designated;2011;Sub-national ministry or agency;Not Reported;Corporación para el Desarrollo Sostenible del Archipiélago de San Andrés, Providencia y Santa Catalina;http://runap.parquesnacionales.gov.co/;State Verified;1861;Marine;COL;COL;0;0;0;0;0_0;0_0;0_0;442092,356;0,442;44
555555773;555555773;1;The Peak Regional Park;The Peak Regional Park;Parque Natural Regional;Park Natural Regional;National;II;Not Applicable;0;0;0;0,1057;0,105754468;Not Applicable;0;Designated;2011;Sub-national ministry or agency;Not Reported;Corporación para el Desarrollo Sostenible del Archipiélago de San Andrés, Providencia y Santa Catalina;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-SAP;COL;COL;0;0;0;0;0_0;0_0;0_0;105121,837;0,105;11
35271;35271;1;Old Providence Mc Bean Lagoon;Old Providence Mc Bean Lagoon;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;1;0;0;9,95;10,0749773;Not Reported;0;Designated;1995;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-SAP,Not Reported;COL;COL;0;0;0;0;0_0;0_0;0_0;10013762,82;10,014;1001
555624229;555624229;1;Seaflower;Seaflower;Specially Protected Area (Cartagena Convention);Specially Protected Area (Cartagena Convention);Regional;Not Reported;Not Applicable;2;65000;61150,5621;65066,49;61150,5621;Part;2330;Designated;2005;Federal or national ministry or agency;Not Reported;CORALINA (The Corporation for the Sustainable Development of the Archipelago of San Andres, Old Providence, and Santa Catalina);http://www.spaw-palisting.org/area_public/show/id/31/template/C6;State Verified;1900;Marine;COL;COL;0;0;0;0;0_0;0_0;0_0;61096386526;61096,387;6109639
555592815;555592815;1;Reserva Forestal Protectora El Palomar;Reserva Forestal Protectora El Palomar;Reservas Forestales Protectoras Regionales;Forest Reserve Protectress Regional;National;VI;Not Applicable;0;0;0;7,723;7,768708478;Not Applicable;0;Designated;2013;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional del Atlántico;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-ATL;COL;COL;0;0;0;0;0_0;0_0;0_0;7720303,493;7,72;772
555555833;555555833;1;Distrito Regional De Manejo Integrado Luriza;Distrito Regional De Manejo Integrado Luriza;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;8,3717;8,421443621;Not Applicable;0;Designated;2011;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional del Atlántico;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-ATL;COL;COL;0;0;0;0;0_0;0_0;0_0;8368961,533;8,369;837
150;150;1;Isla De Salamanca;Isla De Salamanca;Via Parque;Park Way;National;III;Not Applicable;1;0;0;562;579,6404416;Not Reported;0;Designated;1985;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-MAG,Not Reported;COL;COL;0;0;0;0;0_0;0_0;0_0;152180489,6;152,18;15218
555555936;555555936;1;Sanguare;Sanguare;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;481,38;8,961904086;Not Applicable;0;Designated;2002;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-SUC;COL;COL;0;0;0;0;0_0;0_0;0_0;219970,151;0,22;22
555592686;555592686;1;Corales De Profundidad;Corales De Profundidad;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;2;1421,9215;1430,565281;1421,9215;1430,565281;Not Reported;0;Designated;2013;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;Marine;COL;COL;0;0;0;0;0_0;0_0;0_0;1421557485;1421,557;142156
2234;2234;1;Los Corales Del Rosario Y De San Bernardo;Los Corales Del Rosario Y De San Bernardo;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;1;0;0;1200;1241,785203;Not Reported;0;Designated;1996;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOL;COL;COL;0;0;0;0;0_0;0_0;0_0;1089888609;1089,889;108989
555555869;555555869;1;Manglar De La Bahia De Cispata Y Sector Aledaño Del Delta Estuarino;Manglar De La Bahia De Cispata Y Sector Aledaño Del Delta Estuarino;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;271,71;280,0357149;Not Applicable;0;Designated;2006;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional de los Valles del Sinú y San Jorge;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-COR;COL;COL;0;0;0;0;0_0;0_0;0_0;257644091,1;257,644;25764
555555900;555555900;1;Campo Alegre;Campo Alegre;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;594,8492;4,052487093;Not Applicable;0;Designated;2005;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-COR;COL;COL;0;0;0;0;0_0;0_0;0_0;4026619,295;4,027;403
41057;41057_A;1;Shell Beach Protected Area;Shell Beach;Managed Resource Use Area;Managed Resource Use Area;National;VI;Not Applicable;0;0;11,868121;6250;1205,869007;Not Applicable;0;Designated;2011;Federal or national ministry or agency;Not Reported;Protected Areas Commission;Not Reported;State Verified;1742;GY-BA;GUY;GUY;0;0;0;0;0_0;0_0;0_0;926689678,6;926,69;92669
555576488;555576488;1;Parque Estadual Da Lagoa Do Açu;Parque Estadual Da Lagoa Do Açu;Parque;Park;National;Not Reported;Not Applicable;0;0;0;0;82,89046348;Not Applicable;0;Designated;2012;Sub-national ministry or agency;Not Reported;Instituto Estadual do Ambiente do Rio de Janeiro;Not Reported;State Verified;1802;BR-RJ;BRA;BRA;0;0;0;0;0_0;0_0;0_0;82490325,86;82,49;8249
555576465;555576465;1;Reserva Particular Do Patrimônio Natural Fazenda Caruara;Reserva Particular Do Patrimônio Natural Fazenda Caruara;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;Not Reported;Not Applicable;0;0;0;38,43559152;38,62309402;Not Applicable;0;Designated;2012;Sub-national ministry or agency;Not Reported;Instituto Estadual do Ambiente do Rio de Janeiro;Not Reported;State Verified;1802;BR-RJ;BRA;BRA;0;0;0;0;0_0;0_0;0_0;38435320,93;38,435;3844
351829;351829;1;Reserva Extrativista De Canavieiras;Reserva Extrativista De Canavieiras;Reserva Extrativista;Extractive Reserve;National;VI;Not Applicable;2;0;1012,769921;1007,263542;1012,76992;Not Reported;0;Designated;2006;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;2255234,766;2,255;226
555576352;555576352;1;Parque Nacional Da Serra Das Lontras;Parque Nacional Da Serra Das Lontras;Parque;Park;National;Not Reported;Not Applicable;0;0;0;113,4369334;114,0958964;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;12553530,07;12,554;1255
352448;352448;1;Tupinambá de Olivença;Tupinambá de Olivença;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;5,27966;473,76;476,9141224;Not Applicable;0;Proposed;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;474149047,2;474,149;47415
478415;478415;1;Refúgio De Vida Silvestre De Una;Refúgio De Vida Silvestre De Una;Refúgio de Vida Silvestre;Wildlife Refuge;National;III;Not Applicable;2;0;233,9708517;232,6184805;233,9708518;Not Reported;0;Designated;2007;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;232615844,8;232,616;23262
48;48;1;Reserva Biológica De Una;Reserva Biológica De Una;Reserva Biológica;Biological Reserve;National;Ia;Not Applicable;0;0;0;187,2487139;188,3356468;Not Applicable;0;Designated;1980;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-BA;BRA;BRA;0;0;0;0;0_0;0_0;0_0;187246844,9;187,247;18725
